id,service_type,feedback_text,predicted_sentiment,sentiment_score,rating,date
FB_0455,Home Healthcare,The Home Healthcare was subpar. Staff seemed unprepared and rushed.,negative,-0.2,2,2025-05-29
FB_0456,Radiology Services,Acceptable Radiology Services. Got the job done. Follow-up care was thorough.,positive,0.09090909090909091,4,2024-12-11
FB_0457,Specialist Consultation,Perfect Specialist Consultation experience. Exceeded my expectations.,positive,0.14285714285714285,4,2025-08-25
FB_0458,Emergency Care,Horrible Emergency Care. Complete waste of time and money. Appointment scheduling was convenient.,neutral,0,2,2025-01-27
FB_0459,Telemedicine Consultation,The Telemedicine Consultation was reasonable. Nothing special. Appointment scheduling was convenient.,positive,0.09090909090909091,4,2025-06-28
FB_0460,Pharmacy Services,Great experience with Pharmacy Services. Everything went smoothly. Follow-up care was thorough.,positive,0.16666666666666666,4,2025-08-22
FB_0461,Radiology Services,Poor Radiology Services quality. Multiple issues during the visit.,neutral,0,1,2024-09-22
FB_0462,Emergency Care,Perfect Emergency Care experience. Exceeded my expectations. Location was easily accessible.,positive,0.18181818181818182,4,2024-12-26
FB_0463,Home Healthcare,The Home Healthcare was excellent. Staff was professional and caring.,positive,0.3,4,2025-02-13
FB_0464,Urgent Care,Outstanding Urgent Care experience. Highly recommend to others. The facility was clean and well-organized.,positive,0.21428571428571427,4,2025-07-27
FB_0465,Laboratory Testing,Exceptional Laboratory Testing quality. Will definitely return. Appointment scheduling was convenient.,positive,0.2727272727272727,4,2025-08-13
FB_0466,Preventive Care,Unsatisfactory Preventive Care experience. Would not recommend.,neutral,0,3,2025-05-31
FB_0467,Home Healthcare,Frustrated with Home Healthcare. Nothing went as expected.,negative,-0.125,2,2025-05-29
FB_0468,Emergency Care,"The Emergency Care was okay. Some good aspects, some areas for improvement.",positive,0.08333333333333333,4,2025-03-22
FB_0469,Radiology Services,Very satisfied with Radiology Services. Quick and efficient service. The facility was clean and well-organized.,positive,0.2,4,2024-12-08
FB_0470,Specialist Consultation,Terrible Specialist Consultation experience. Very unprofessional staff.,negative,-0.2857142857142857,3,2025-09-04
FB_0471,Home Healthcare,Standard Home Healthcare quality. Neither particularly good nor bad.,positive,0.1111111111111111,3,2025-03-01
FB_0472,Pharmacy Services,Poor Pharmacy Services quality. Multiple issues during the visit.,neutral,0,1,2025-05-17
FB_0473,Surgical Procedures,The Surgical Procedures was subpar. Staff seemed unprepared and rushed.,negative,-0.2,1,2025-03-17
FB_0474,Laboratory Testing,Amazing Laboratory Testing. The staff was wonderful and caring.,positive,0.3333333333333333,4,2025-01-19
FB_0475,Emergency Care,Outstanding Emergency Care experience. Highly recommend to others. Appointment scheduling was convenient.,positive,0.25,4,2025-08-18
FB_0476,Radiology Services,Frustrated with Radiology Services. Nothing went as expected.,negative,-0.125,2,2025-08-06
FB_0477,Home Healthcare,Unsatisfactory Home Healthcare experience. Would not recommend. Follow-up care was thorough.,positive,0.09090909090909091,1,2024-12-30
FB_0478,Mental Health Counseling,"The Mental Health Counseling was okay. Some good aspects, some areas for improvement.",positive,0.07692307692307693,4,2024-11-21
FB_0479,Home Healthcare,The Home Healthcare was subpar. Staff seemed unprepared and rushed.,negative,-0.2,2,2025-05-18
FB_0480,Telemedicine Consultation,Amazing Telemedicine Consultation. The staff was wonderful and caring. Location was easily accessible.,positive,0.3076923076923077,4,2025-04-12
FB_0481,Home Healthcare,Unsatisfactory Home Healthcare experience. Would not recommend. Appointment scheduling was convenient.,positive,0.09090909090909091,3,2025-09-12
FB_0482,Physical Therapy,Great experience with Physical Therapy. Everything went smoothly.,positive,0.125,5,2025-06-24
FB_0483,Laboratory Testing,Exceptional Laboratory Testing quality. Will definitely return.,positive,0.2857142857142857,4,2025-09-02
FB_0484,Laboratory Testing,The Laboratory Testing was fine. Could be better but wasn't terrible.,negative,-0.09090909090909091,4,2024-09-18
FB_0485,Specialist Consultation,Horrible Specialist Consultation. Complete waste of time and money.,negative,-0.1111111111111111,2,2025-08-20
FB_0486,Surgical Procedures,"The Surgical Procedures was okay. Some good aspects, some areas for improvement.",positive,0.08333333333333333,4,2025-07-27
FB_0487,Specialist Consultation,The Specialist Consultation was subpar. Staff seemed unprepared and rushed. Location was easily accessible.,negative,-0.07142857142857142,1,2025-08-26
FB_0488,Telemedicine Consultation,Perfect Telemedicine Consultation experience. Exceeded my expectations.,positive,0.14285714285714285,4,2025-06-18
FB_0489,Telemedicine Consultation,Frustrated with Telemedicine Consultation. Nothing went as expected. Appointment scheduling was convenient.,neutral,0,2,2025-04-07
FB_0490,Pharmacy Services,Decent Pharmacy Services. About what I expected. The facility was clean and well-organized.,positive,0.07692307692307693,3,2025-05-26
FB_0491,Preventive Care,The Preventive Care was reasonable. Nothing special. Billing process was transparent.,positive,0.09090909090909091,4,2025-04-11
FB_0492,Laboratory Testing,Perfect Laboratory Testing experience. Exceeded my expectations. Appointment scheduling was convenient.,positive,0.18181818181818182,5,2024-12-03
FB_0493,Pharmacy Services,Poor Pharmacy Services quality. Multiple issues during the visit.,neutral,0,3,2025-01-08
FB_0494,Mental Health Counseling,Poor Mental Health Counseling quality. Multiple issues during the visit. Billing process was transparent.,positive,0.07142857142857142,1,2025-05-21
FB_0495,Preventive Care,The Preventive Care was excellent. Staff was professional and caring.,positive,0.3,4,2024-10-16
FB_0496,Radiology Services,The Radiology Services was fine. Could be better but wasn't terrible. Location was easily accessible.,neutral,0,3,2025-02-15
FB_0497,Surgical Procedures,"The Surgical Procedures was okay. Some good aspects, some areas for improvement.",positive,0.08333333333333333,3,2025-08-26
FB_0498,Mental Health Counseling,The Mental Health Counseling was reasonable. Nothing special.,neutral,0,4,2025-01-26
FB_0499,Urgent Care,Outstanding Urgent Care experience. Highly recommend to others.,positive,0.25,5,2025-08-10
FB_0500,Specialist Consultation,Frustrated with Specialist Consultation. Nothing went as expected.,negative,-0.125,1,2025-05-19
